id,"external_id","annotations",compound_id,creator_id,updater_id,"created_at","updated_at"
3145,"CHEBI:27978","catechols
alpha-CH2-containing aldehyde
phenylacetaldehydes
",23390,NULL,NULL,"2015-02-24 22:58:54","2015-02-24 22:58:54"
3146,"34-DIHYDROXYPHENYLACETALDEHYDE","a small molecule
",23390,NULL,NULL,"2015-02-24 22:58:54","2015-02-24 22:58:54"
3147,"CHEBI:2710","17beta-hydroxy steroid
3beta-hydroxy steroid
",23391,NULL,NULL,"2015-02-24 22:58:55","2015-02-24 22:58:55"
3148,"C04295","C19 steroids (androgens) and derivatives
Androstane and derivatives
",23391,NULL,NULL,"2015-02-24 22:58:55","2015-02-24 22:58:55"
3149,"LMST02020005","C19 steroids (androgens) and derivatives
",23391,NULL,NULL,"2015-02-24 22:58:55","2015-02-24 22:58:55"
3150,"CHEBI:31959","organic disulfide
",23394,NULL,NULL,"2015-02-24 22:58:57","2015-02-24 22:58:57"
3151,"CHEBI:29269","phosphoric acid derivative
",23397,NULL,NULL,"2015-02-24 22:58:58","2015-02-24 22:58:58"
3152,"CHEBI:15655","HPODE
",23403,NULL,NULL,"2015-02-24 22:59:00","2015-02-24 22:59:00"
3153,"C04717","Hydroperoxy fatty acids
",23403,NULL,NULL,"2015-02-24 22:59:00","2015-02-24 22:59:00"
3154,"LMFA02000034","Other Octadecanoids
",23403,NULL,NULL,"2015-02-24 22:59:00","2015-02-24 22:59:00"
3155,"CHEBI:48043","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid
",23404,NULL,NULL,"2015-02-24 22:59:00","2015-02-24 22:59:00"
3156,"LMST04030151","C27 bile acids, alcohols, and derivatives
",23404,NULL,NULL,"2015-02-24 22:59:00","2015-02-24 22:59:00"
3157,"CHEBI:15558","15-HETE
",23405,NULL,NULL,"2015-02-24 22:59:01","2015-02-24 22:59:01"
3158,"C04742","Hydroxy/hydroperoxyeicosatetraenoic acids
",23405,NULL,NULL,"2015-02-24 22:59:01","2015-02-24 22:59:01"
3159,"LMFA03060001","Hydroxy/hydroperoxyeicosatetraenoic acids
",23405,NULL,NULL,"2015-02-24 22:59:01","2015-02-24 22:59:01"
3160,"CHEBI:16837","ribose monophosphate
1-ribosylbenzimidazole
dimethylbenzimidazole
",23406,NULL,NULL,"2015-02-24 22:59:02","2015-02-24 22:59:02"
3161,"CHEBI:1157","alkanesulfonic acid
",23408,NULL,NULL,"2015-02-24 22:59:03","2015-02-24 22:59:03"
3162,"CHEBI:27398","alpha-CH2-containing aldehyde
imidazolylacetaldehyde
",23410,NULL,NULL,"2015-02-24 22:59:05","2015-02-24 22:59:05"
3163,"IMIDAZOLE_ACETALDEHYDE","a small molecule
",23410,NULL,NULL,"2015-02-24 22:59:05","2015-02-24 22:59:05"
3164,"C05145","Other amino acids
",23411,NULL,NULL,"2015-02-24 22:59:05","2015-02-24 22:59:05"
3165,"CHEBI:16415","dibenzazecine alkaloid
",23412,NULL,NULL,"2015-02-24 22:59:07","2015-02-24 22:59:07"
3166,"C05189","Isoquinoline alkaloids
",23412,NULL,NULL,"2015-02-24 22:59:07","2015-02-24 22:59:07"
3167,"PROTOPINE","a small molecule
",23412,NULL,NULL,"2015-02-24 22:59:07","2015-02-24 22:59:07"
3168,"CHEBI:16607","aminoimidazole
",23413,NULL,NULL,"2015-02-24 22:59:07","2015-02-24 22:59:07"
3169,"AMINO-IMIDAZOLE","a small molecule
",23413,NULL,NULL,"2015-02-24 22:59:07","2015-02-24 22:59:07"
3170,"CHEBI:59951","alpha-amino acid
imidazopyridine
",23415,NULL,NULL,"2015-02-24 22:59:08","2015-02-24 22:59:08"
3171,"LMFA07050014","Fatty acyl CoAs
",23420,NULL,NULL,"2015-02-24 22:59:10","2015-02-24 22:59:10"
3172,"LMFA07050007","Fatty acyl CoAs
",23433,NULL,NULL,"2015-02-24 22:59:21","2015-02-24 22:59:21"
3173,"CHEBI:27576","3-oxo steroid
19-hydroxy steroid
17-oxo steroid
androstanoid
",23435,NULL,NULL,"2015-02-24 22:59:22","2015-02-24 22:59:22"
3174,"C05290","C19 steroids (androgens) and derivatives
",23435,NULL,NULL,"2015-02-24 22:59:22","2015-02-24 22:59:22"
3175,"LMST02020067","C19 steroids (androgens) and derivatives
",23435,NULL,NULL,"2015-02-24 22:59:22","2015-02-24 22:59:22"
3176,"CHEBI:75308","aldehyde
3-oxo steroid
17beta-hydroxy steroid
androstanoid
",23437,NULL,NULL,"2015-02-24 22:59:23","2015-02-24 22:59:23"
3177,"C05295","C19 steroids (androgens) and derivatives
",23437,NULL,NULL,"2015-02-24 22:59:23","2015-02-24 22:59:23"
3178,"CHEBI:28082","5alpha-hydroxy steroid
6beta-hydroxy steroid
3beta-hydroxy steroid
",23442,NULL,NULL,"2015-02-24 22:59:25","2015-02-24 22:59:25"
3179,"LMST01010052","Cholesterol and derivatives
",23442,NULL,NULL,"2015-02-24 22:59:25","2015-02-24 22:59:25"
3180,"CHEBI:28043","3beta-hydroxy steroid
21-hydroxy steroid
hydroxypregnenolone
",23444,NULL,NULL,"2015-02-24 22:59:26","2015-02-24 22:59:26"
3181,"LMST02030167","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",23444,NULL,NULL,"2015-02-24 22:59:26","2015-02-24 22:59:26"
3182,"LMST02030192","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",23445,NULL,NULL,"2015-02-24 22:59:27","2015-02-24 22:59:27"
3183,"CHEBI:67237","22-hydroxy steroid
oxysterol
",23448,NULL,NULL,"2015-02-24 22:59:28","2015-02-24 22:59:28"
3184,"C05502","Cholesterol and derivatives
",23448,NULL,NULL,"2015-02-24 22:59:28","2015-02-24 22:59:28"
3185,"LMST01010086","Cholesterol and derivatives
",23448,NULL,NULL,"2015-02-24 22:59:28","2015-02-24 22:59:28"
3186,"CHEBI:28718","allothreonine
",23450,NULL,NULL,"2015-02-24 22:59:29","2015-02-24 22:59:29"
3187,"CHEBI:21891","methyladenosine
",23451,NULL,NULL,"2015-02-24 22:59:31","2015-02-24 22:59:31"
3188,"CHEBI:16894","carboxyalkanesulfonic acid
",23452,NULL,NULL,"2015-02-24 22:59:31","2015-02-24 22:59:31"
3189,"CHEBI:18157","L-lysine derivative
",23455,NULL,NULL,"2015-02-24 22:59:33","2015-02-24 22:59:33"
3190,"CHEBI:27404","dihydroxyindole
",23456,NULL,NULL,"2015-02-24 22:59:33","2015-02-24 22:59:33"
3191,"DIHYDROXYINDOLE","a small molecule
",23456,NULL,NULL,"2015-02-24 22:59:33","2015-02-24 22:59:33"
3192,"CPD-11876","a small molecule
",23457,NULL,NULL,"2015-02-24 22:59:34","2015-02-24 22:59:34"
3193,"CHEBI:28508","dihydroxybenzaldehyde
",23458,NULL,NULL,"2015-02-24 22:59:34","2015-02-24 22:59:34"
3194,"CHEBI:60872","indoles
hydroxy monocarboxylic acid
",23460,NULL,NULL,"2015-02-24 22:59:35","2015-02-24 22:59:35"
3195,"CHEBI:50157","hydroxyindole
indoleacetaldehyde
",23462,NULL,NULL,"2015-02-24 22:59:36","2015-02-24 22:59:36"
3196,"5-HYDROXYINDOLE_ACETALDEHYDE","a small molecule
",23462,NULL,NULL,"2015-02-24 22:59:36","2015-02-24 22:59:36"
3197,"CHEBI:28715","hydroxykynurenamine
",23463,NULL,NULL,"2015-02-24 22:59:37","2015-02-24 22:59:37"
3198,"CHEBI:2700","N-(long-chain-acyl)ethanolamine
endocannabinoid
",23466,NULL,NULL,"2015-02-24 22:59:38","2015-02-24 22:59:38"
3199,"C11695","N-acyl ethanolamides (endocannabinoids)
",23466,NULL,NULL,"2015-02-24 22:59:38","2015-02-24 22:59:38"
3200,"LMFA08040001","N-acyl ethanolamines (endocannabinoids)
",23466,NULL,NULL,"2015-02-24 22:59:38","2015-02-24 22:59:38"
3201,"CHEBI:2198","acetamides
tryptamines
",23467,NULL,NULL,"2015-02-24 22:59:38","2015-02-24 22:59:38"
3202,"CPD-12014","a small molecule
",23467,NULL,NULL,"2015-02-24 22:59:38","2015-02-24 22:59:38"
3203,"CHEBI:36575","amidobenzoic acid
",23472,NULL,NULL,"2015-02-24 22:59:41","2015-02-24 22:59:41"
3204,"CHEBI:2089","aromatic ether
tryptamines
",23474,NULL,NULL,"2015-02-24 22:59:41","2015-02-24 22:59:41"
3205,"CPD-12018","a small molecule
",23474,NULL,NULL,"2015-02-24 22:59:41","2015-02-24 22:59:41"
3206,"CHEBI:15732","monocarboxylic acid
phosphonic acids
",23476,NULL,NULL,"2015-02-24 22:59:42","2015-02-24 22:59:42"
3207,"CHEBI:2485","adenosine 5'-phosphate
",23477,NULL,NULL,"2015-02-24 22:59:43","2015-02-24 22:59:43"
3208,"CHEBI:28104","alpha-CH2-containing aldehyde
imidazolylacetaldehyde
",23490,NULL,NULL,"2015-02-24 22:59:46","2015-02-24 22:59:46"
3209,"CHEBI:27410","methylpyridines
pyridone
pyridinecarboxamide
",23493,NULL,NULL,"2015-02-24 22:59:47","2015-02-24 22:59:47"
3210,"CHEBI:27838","methylpyridines
pyridone
pyridinecarboxamide
",23494,NULL,NULL,"2015-02-24 22:59:48","2015-02-24 22:59:48"
3211,"CHEBI:18067","phylloquinones
",23496,NULL,NULL,"2015-02-24 22:59:49","2015-02-24 22:59:49"
3212,"LMPR02030028","Vitamin K
",23496,NULL,NULL,"2015-02-24 22:59:49","2015-02-24 22:59:49"
3213,"CHEBI:73521","dipeptide
",23497,NULL,NULL,"2015-02-24 22:59:50","2015-02-24 22:59:50"
3214,"CHEBI:28814","stilbenol
",23498,NULL,NULL,"2015-02-24 22:59:50","2015-02-24 22:59:50"
3215,"C05901","Diphenyl ethers, biphenyls, dibenzyls and stilbenes
Stilbenes
",23498,NULL,NULL,"2015-02-24 22:59:50","2015-02-24 22:59:50"
3216,"LMPK13090006","Diphenyl ethers, biphenyls, dibenzyls and stilbenes
",23498,NULL,NULL,"2015-02-24 22:59:50","2015-02-24 22:59:50"
3217,"CHEBI:28116","2-oxo monocarboxylic acid
",23501,NULL,NULL,"2015-02-24 22:59:51","2015-02-24 22:59:51"
3218,"CHEBI:7386","monocarboxylic acid amide
alpha-CH2-containing aldehyde
",23502,NULL,NULL,"2015-02-24 22:59:52","2015-02-24 22:59:52"
3219,"CPD-30","a small molecule
",23502,NULL,NULL,"2015-02-24 22:59:52","2015-02-24 22:59:52"
3220,"CHEBI:28130","oxo carboxylic acid
",23506,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3221,"C05958","Prostaglandins
",23506,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3222,"LMFA03010020","Prostaglandins
",23506,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3223,"CHEBI:28442","prostaglandins Falpha
",23508,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3224,"C05960","Prostaglandins
",23508,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3225,"LMFA03010026","Prostaglandins
",23508,NULL,NULL,"2015-02-24 22:59:53","2015-02-24 22:59:53"
3226,"CHEBI:28269","prostaglandins E
",23509,NULL,NULL,"2015-02-24 22:59:54","2015-02-24 22:59:54"
3227,"C05962","Prostaglandins
",23509,NULL,NULL,"2015-02-24 22:59:54","2015-02-24 22:59:54"
3228,"LMFA03010012","Prostaglandins
",23509,NULL,NULL,"2015-02-24 22:59:54","2015-02-24 22:59:54"
3229,"CPD-12022","a small molecule
",23518,NULL,NULL,"2015-02-24 23:00:03","2015-02-24 23:00:03"
3230,"C14771","Hydroxy/hydroperoxyeicosatrienoic acids
",23519,NULL,NULL,"2015-02-24 23:00:03","2015-02-24 23:00:03"
3231,"CHEBI:2124","lactone
furopyridine
",23523,NULL,NULL,"2015-02-24 23:00:05","2015-02-24 23:00:05"
3232,"CPD-9028","a small molecule
",23523,NULL,NULL,"2015-02-24 23:00:05","2015-02-24 23:00:05"
3233,"CHEBI:70854","aromatic ether
aminopyrimidine
",23528,NULL,NULL,"2015-02-24 23:00:06","2015-02-24 23:00:06"
3234,"C06180","Pyridine alkaloids
",23529,NULL,NULL,"2015-02-24 23:00:06","2015-02-24 23:00:06"
3235,"CHEBI:51023","imidazolinone
",23530,NULL,NULL,"2015-02-24 23:00:07","2015-02-24 23:00:07"
3236,"CHEBI:28136","tryptamine alkaloid
tryptamines
",23531,NULL,NULL,"2015-02-24 23:00:07","2015-02-24 23:00:07"
3237,"C06213","Indole alkaloids
",23531,NULL,NULL,"2015-02-24 23:00:07","2015-02-24 23:00:07"
3238,"CHEBI:28123","ethanolamines
",23535,NULL,NULL,"2015-02-24 23:00:09","2015-02-24 23:00:09"
3239,"CHEBI:28179","benzamides
",23536,NULL,NULL,"2015-02-24 23:00:10","2015-02-24 23:00:10"
3240,"CHEBI:37451","steroid glucosiduronic acid
",23539,NULL,NULL,"2015-02-24 23:00:12","2015-02-24 23:00:12"
3241,"C11136","Glucuronides
",23539,NULL,NULL,"2015-02-24 23:00:12","2015-02-24 23:00:12"
3242,"LMST05010014","Glucuronides
",23539,NULL,NULL,"2015-02-24 23:00:12","2015-02-24 23:00:12"
3243,"C00353","Acyclic diterpenoids
Linear diterpenes
",23540,NULL,NULL,"2015-02-24 23:00:13","2015-02-24 23:00:13"
3244,"CHEBI:16067","myo-inositol tetrakisphosphate
",23541,NULL,NULL,"2015-02-24 23:00:13","2015-02-24 23:00:13"
3245,"CHEBI:46961","sphingoid
amino alcohol
triol
",23544,NULL,NULL,"2015-02-24 23:00:14","2015-02-24 23:00:14"
3246,"C12144","4-Hydroxysphinganines (Phytosphingosines)
",23544,NULL,NULL,"2015-02-24 23:00:14","2015-02-24 23:00:14"
3247,"LMSP01030001","4-Hydroxysphinganines (Phytosphingosines)
",23544,NULL,NULL,"2015-02-24 23:00:14","2015-02-24 23:00:14"
3248,"LMST02020101","C19 steroids (androgens) and derivatives
",23545,NULL,NULL,"2015-02-24 23:00:15","2015-02-24 23:00:15"
3249,"CHEBI:40521","N-acetyl-L-amino acid
",23546,NULL,NULL,"2015-02-24 23:00:16","2015-02-24 23:00:16"
3250,"CHEBI:50091","glutathione derivative
",23553,NULL,NULL,"2015-02-24 23:00:21","2015-02-24 23:00:21"
3251,"CHEBI:33023","1-heptyl-2-octylcyclopentane
",23555,NULL,NULL,"2015-02-24 23:00:21","2015-02-24 23:00:21"
3252,"CHEBI:48926","glutathione derivative
",23556,NULL,NULL,"2015-02-24 23:00:22","2015-02-24 23:00:22"
3253,"CHEBI:34154","HODE
",23558,NULL,NULL,"2015-02-24 23:00:23","2015-02-24 23:00:23"
3254,"C14762","Other Octadecanoids
",23558,NULL,NULL,"2015-02-24 23:00:23","2015-02-24 23:00:23"
3255,"LMFA02000228","Other Octadecanoids
",23558,NULL,NULL,"2015-02-24 23:00:23","2015-02-24 23:00:23"
3256,"CHEBI:68947","enone
OxoODE
",23559,NULL,NULL,"2015-02-24 23:00:24","2015-02-24 23:00:24"
3257,"C14765","Other Octadecanoids
",23559,NULL,NULL,"2015-02-24 23:00:24","2015-02-24 23:00:24"
3258,"LMFA02000016","Other Octadecanoids
",23559,NULL,NULL,"2015-02-24 23:00:24","2015-02-24 23:00:24"
3259,"CHEBI:34486","HETE
",23563,NULL,NULL,"2015-02-24 23:00:26","2015-02-24 23:00:26"
3260,"C14776","Hydroxy/hydroperoxyeicosatetraenoic acids
",23563,NULL,NULL,"2015-02-24 23:00:26","2015-02-24 23:00:26"
3261,"LMFA03060006","Hydroxy/hydroperoxyeicosatetraenoic acids
",23563,NULL,NULL,"2015-02-24 23:00:26","2015-02-24 23:00:26"
3262,"CHEBI:34162","16-HETE
",23564,NULL,NULL,"2015-02-24 23:00:27","2015-02-24 23:00:27"
3263,"C14778","Hydroxy/hydroperoxyeicosatetraenoic acids
",23564,NULL,NULL,"2015-02-24 23:00:27","2015-02-24 23:00:27"
3264,"LMFA03060069","Hydroxy/hydroperoxyeicosatetraenoic acids
",23564,NULL,NULL,"2015-02-24 23:00:27","2015-02-24 23:00:27"
3265,"LMFA03060061","Hydroxy/hydroperoxyeicosatetraenoic acids
",23565,NULL,NULL,"2015-02-24 23:00:29","2015-02-24 23:00:29"
3266,"CHEBI:63976","prostaglandins Falpha
ketone
",23567,NULL,NULL,"2015-02-24 23:00:30","2015-02-24 23:00:30"
3267,"LMFA03010027","Prostaglandins
",23567,NULL,NULL,"2015-02-24 23:00:30","2015-02-24 23:00:30"
3268,"LMFA03110002","Isoprostanes
",23568,NULL,NULL,"2015-02-24 23:00:31","2015-02-24 23:00:31"
3269,"CHEBI:15631","long-chain fatty acid
epoxy fatty acid
trienoic fatty acid
hydroxy fatty acid
",23569,NULL,NULL,"2015-02-24 23:00:32","2015-02-24 23:00:32"
3270,"LMFA03080012","Epoxyeicosatrienoic acids
",23569,NULL,NULL,"2015-02-24 23:00:32","2015-02-24 23:00:32"
3271,"C14814","Hydroxy/hydroperoxyeicosatrienoic acids
",23573,NULL,NULL,"2015-02-24 23:00:34","2015-02-24 23:00:34"
3272,"CHEBI:34487","HPETE
",23575,NULL,NULL,"2015-02-24 23:00:34","2015-02-24 23:00:34"
3273,"C14823","Hydroxy/hydroperoxyeicosatetraenoic acids
",23575,NULL,NULL,"2015-02-24 23:00:34","2015-02-24 23:00:34"
3274,"LMFA03060073","Hydroxy/hydroperoxyeicosatetraenoic acids
",23575,NULL,NULL,"2015-02-24 23:00:34","2015-02-24 23:00:34"
3275,"C14828","Hydroxy fatty acids
",23578,NULL,NULL,"2015-02-24 23:00:37","2015-02-24 23:00:37"
3276,"CHEBI:34485","HPODE
octadecanoid
",23580,NULL,NULL,"2015-02-24 23:00:39","2015-02-24 23:00:39"
3277,"C14831","Other Octadecanoids
",23580,NULL,NULL,"2015-02-24 23:00:39","2015-02-24 23:00:39"
3278,"LMFA02000113","Other Octadecanoids
",23580,NULL,NULL,"2015-02-24 23:00:39","2015-02-24 23:00:39"
3279,"CHEBI:34506","TriHOME
",23581,NULL,NULL,"2015-02-24 23:00:40","2015-02-24 23:00:40"
3280,"C14833","Other Octadecanoids
",23581,NULL,NULL,"2015-02-24 23:00:40","2015-02-24 23:00:40"
3281,"LMFA02000014","Other Octadecanoids
",23581,NULL,NULL,"2015-02-24 23:00:40","2015-02-24 23:00:40"
3282,"CHEBI:16738","dichlorophenol
",23585,NULL,NULL,"2015-02-24 23:00:42","2015-02-24 23:00:42"
3283,"24-DICHLOROPHENOL","a chloroaromatic compound
",23585,NULL,NULL,"2015-02-24 23:00:42","2015-02-24 23:00:42"
3284,"CHEBI:74092","sulfone
biotins
",23591,NULL,NULL,"2015-02-24 23:00:44","2015-02-24 23:00:44"
3285,"CHEBI:19289","methylguanosine
",23595,NULL,NULL,"2015-02-24 23:00:45","2015-02-24 23:00:45"
3286,"LMSP0501AA09","Simple Glc series
",23728,NULL,NULL,"2015-02-24 23:03:43","2015-02-24 23:03:43"
3287,"CHEBI:32380","decenoic acid
",23730,NULL,NULL,"2015-02-24 23:03:47","2015-02-24 23:03:47"
3288,"LMFA01030199","Unsaturated fatty acids
",23730,NULL,NULL,"2015-02-24 23:03:47","2015-02-24 23:03:47"
3289,"LMFA01170078","Dicarboxylic acids
",23732,NULL,NULL,"2015-02-24 23:03:49","2015-02-24 23:03:49"
3290,"CHEBI:70966","imidazolyl carboxylic acid
",23735,NULL,NULL,"2015-02-24 23:03:49","2015-02-24 23:03:49"
3291,"CHEBI:116735","substituted aniline
benzoate ester
",23737,NULL,NULL,"2015-02-24 23:03:50","2015-02-24 23:03:50"
3292,"CHEBI:6532","piperidines
organochlorine compound
monocarboxylic acid amide
",23739,NULL,NULL,"2015-02-24 23:03:52","2015-02-24 23:03:52"
3293,"CHEBI:9150","fatty acid ester
delta-lactone
",23743,NULL,NULL,"2015-02-24 23:03:54","2015-02-24 23:03:54"
3294,"CHEBI:50275","5-methoxy-2-\\{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl\\}-1H-benzimidazole
",23745,NULL,NULL,"2015-02-24 23:03:57","2015-02-24 23:03:57"
3295,"CHEBI:9123","organochlorine compound
secondary amino compound
tetralins
",23746,NULL,NULL,"2015-02-24 23:03:58","2015-02-24 23:03:58"
3296,"CHEBI:7735","N-arylpiperazine
N-methylpiperazine
benzodiazepine
",23748,NULL,NULL,"2015-02-24 23:03:59","2015-02-24 23:03:59"
3297,"CHEBI:41423","organofluorine compound
pyrazoles
sulfonamide
",23749,NULL,NULL,"2015-02-24 23:04:00","2015-02-24 23:04:00"
3298,"CHEBI:42797","gamma-amino acid
",23750,NULL,NULL,"2015-02-24 23:04:00","2015-02-24 23:04:00"
3299,"CHEBI:8871","organofluorine compound
pyridopyrimidine
1,2-benzoxazoles
heteroarylpiperidine
",23754,NULL,NULL,"2015-02-24 23:04:03","2015-02-24 23:04:03"
3300,"CHEBI:8707","N-arylpiperazine
N-alkylpiperazine
dibenzothiazepine
",23755,NULL,NULL,"2015-02-24 23:04:04","2015-02-24 23:04:04"
3301,"CHEBI:63618","carboxylic ester
secondary alcohol
hydroxy monocarboxylic acid
3-hydroxy carboxylic acid
carbobicyclic compound
",23756,NULL,NULL,"2015-02-24 23:04:05","2015-02-24 23:04:05"
3302,"CHEBI:10125","imidazopyridine
",23757,NULL,NULL,"2015-02-24 23:04:06","2015-02-24 23:04:06"
3303,"CHEBI:36791","1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile
",23759,NULL,NULL,"2015-02-24 23:04:07","2015-02-24 23:04:07"
3304,"CHEBI:63634","sulfonamide
isoxazoles
",23763,NULL,NULL,"2015-02-24 23:04:11","2015-02-24 23:04:11"
3305,"CHEBI:63631","cyclic ketal
sulfamate ester
ketohexose derivative
",23764,NULL,NULL,"2015-02-24 23:04:12","2015-02-24 23:04:12"
3306,"CHEBI:10650","sulfonamide
tryptamines
",23767,NULL,NULL,"2015-02-24 23:04:14","2015-02-24 23:04:14"
3307,"CHEBI:9139","sulfonamide
piperazines
pyrazolopyrimidine
",23769,NULL,NULL,"2015-02-24 23:04:16","2015-02-24 23:04:16"
3308,"LMFA01030119","Unsaturated fatty acids
",23772,NULL,NULL,"2015-02-24 23:04:18","2015-02-24 23:04:18"
3309,"C13800","Nitro fatty acids
",23774,NULL,NULL,"2015-02-24 23:04:19","2015-02-24 23:04:19"
3310,"LMFA01120001","Nitro fatty acids
",23774,NULL,NULL,"2015-02-24 23:04:19","2015-02-24 23:04:19"
3311,"C14781","Epoxyeicosatrienoic acids
",23775,NULL,NULL,"2015-02-24 23:04:20","2015-02-24 23:04:20"
3312,"LMFA03080007","Epoxyeicosatrienoic acids
",23775,NULL,NULL,"2015-02-24 23:04:20","2015-02-24 23:04:20"
3313,"LMFA03020010","Leukotrienes
",23779,NULL,NULL,"2015-02-24 23:04:20","2015-02-24 23:04:20"
3314,"C14717","Prostaglandins
",23782,NULL,NULL,"2015-02-24 23:04:21","2015-02-24 23:04:21"
3315,"LMFA03010021","Prostaglandins
",23782,NULL,NULL,"2015-02-24 23:04:21","2015-02-24 23:04:21"
3316,"CHEBI:34505","prostanoid
",23785,NULL,NULL,"2015-02-24 23:04:23","2015-02-24 23:04:23"
3317,"C13809","Isoprostanes
",23785,NULL,NULL,"2015-02-24 23:04:24","2015-02-24 23:04:24"
3318,"LMFA03110001","Isoprostanes
",23785,NULL,NULL,"2015-02-24 23:04:24","2015-02-24 23:04:24"
3319,"CHEBI:58961","fatty amide
N-acylglycine
",23792,NULL,NULL,"2015-02-24 23:04:26","2015-02-24 23:04:26"
3320,"LMFA08020003","N-acyl amines
",23792,NULL,NULL,"2015-02-24 23:04:26","2015-02-24 23:04:26"
3321,"CHEBI:28111","alpha-CH2-containing aldehyde
phenylacetaldehydes
",23795,NULL,NULL,"2015-02-24 23:04:27","2015-02-24 23:04:27"
3322,"CPD-12609","an isoflavone
",23915,NULL,NULL,"2015-02-24 23:06:06","2015-02-24 23:06:06"
3323,"CHEBI:17537","L-tyrosine derivative
dipeptide
",23921,NULL,NULL,"2015-02-24 23:06:07","2015-02-24 23:06:07"
3324,"CHEBI:9464","sterol ester
enanthate ester
",23935,NULL,NULL,"2015-02-24 23:06:10","2015-02-24 23:06:10"
3325,"C08157","C19 steroids (androgens) and derivatives
",23935,NULL,NULL,"2015-02-24 23:06:10","2015-02-24 23:06:10"
3326,"LMST02020075","C19 steroids (androgens) and derivatives
",23935,NULL,NULL,"2015-02-24 23:06:10","2015-02-24 23:06:10"
3327,"LMST02020095","C19 steroids (androgens) and derivatives
",23939,NULL,NULL,"2015-02-24 23:06:11","2015-02-24 23:06:11"
3328,"LMFA03110003","Isoprostanes
",23943,NULL,NULL,"2015-02-24 23:06:13","2015-02-24 23:06:13"
3329,"CHEBI:19702","methylguanosine
",23945,NULL,NULL,"2015-02-24 23:06:14","2015-02-24 23:06:14"
3330,"CHEBI:70989","acetamides
cytidines
",23952,NULL,NULL,"2015-02-24 23:06:16","2015-02-24 23:06:16"
3331,"LMST02020103","C19 steroids (androgens) and derivatives
",23955,NULL,NULL,"2015-02-24 23:06:17","2015-02-24 23:06:17"
3332,"LMST05030014","Glycine conjugates
",23957,NULL,NULL,"2015-02-24 23:06:17","2015-02-24 23:06:17"
3333,"CHEBI:28969","tryptamine alkaloid
tryptamines
",23958,NULL,NULL,"2015-02-24 23:06:17","2015-02-24 23:06:17"
3334,"C08302","Indole alkaloids
",23958,NULL,NULL,"2015-02-24 23:06:17","2015-02-24 23:06:17"
3335,"CHEBI:34306","hydroxy monocarboxylic acid
HETE
",23959,NULL,NULL,"2015-02-24 23:06:18","2015-02-24 23:06:18"
3336,"C14748","Hydroxy/hydroperoxyeicosatetraenoic acids
",23959,NULL,NULL,"2015-02-24 23:06:18","2015-02-24 23:06:18"
3337,"LMFA03060009","Hydroxy/hydroperoxyeicosatetraenoic acids
",23959,NULL,NULL,"2015-02-24 23:06:18","2015-02-24 23:06:18"
3338,"LMST02020107","C19 steroids (androgens) and derivatives
",23975,NULL,NULL,"2015-02-24 23:06:23","2015-02-24 23:06:23"
3339,"CHEBI:70867","methylguanosine
",23977,NULL,NULL,"2015-02-24 23:06:24","2015-02-24 23:06:24"
3340,"LMST02020017","C19 steroids (androgens) and derivatives
",23983,NULL,NULL,"2015-02-24 23:06:25","2015-02-24 23:06:25"
3341,"CHEBI:70824","phenols
N-acylglycine
",23993,NULL,NULL,"2015-02-24 23:06:28","2015-02-24 23:06:28"
3342,"CHEBI:42989","7beta-hydroxy steroid
oxysterol
",23995,NULL,NULL,"2015-02-24 23:06:29","2015-02-24 23:06:29"
3343,"LMST01010047","Cholesterol and derivatives
",23995,NULL,NULL,"2015-02-24 23:06:29","2015-02-24 23:06:29"
3344,"LMST05010041","Glucuronides
",23998,NULL,NULL,"2015-02-24 23:06:30","2015-02-24 23:06:30"
3345,"CHEBI:29002","propane-1,2-diol
",24001,NULL,NULL,"2015-02-24 23:06:31","2015-02-24 23:06:31"
3346,"CHEBI:16302","retinol
",24003,NULL,NULL,"2015-02-24 23:06:33","2015-02-24 23:06:33"
3347,"C00899","Retinoids
",24003,NULL,NULL,"2015-02-24 23:06:33","2015-02-24 23:06:33"
3348,"LMPR01090005","Retinoids
",24003,NULL,NULL,"2015-02-24 23:06:33","2015-02-24 23:06:33"
3349,"CHEBI:6067","retinoic acid
",24006,NULL,NULL,"2015-02-24 23:06:35","2015-02-24 23:06:35"
3350,"LMPR01090021","Retinoids
",24006,NULL,NULL,"2015-02-24 23:06:35","2015-02-24 23:06:35"
3351,"CHEBI:45487","retinal
",24007,NULL,NULL,"2015-02-24 23:06:35","2015-02-24 23:06:35"
