id,compound_id,"origin","storage_form","maximum_quantity","storage_condition","contact_name","contact_address","contact_email","created_at","updated_at",export,"purity","description","spectra_details","delivery_time","stability",admin_user_id,"public_id","cas_number","taxonomy_class","taxonomy_family","experimental_logp","experimental_solubility","melting_point","food_of_origin","production_method_reference_text","production_method_reference_file_name","production_method_reference_content_type",production_method_reference_file_size,"production_method_reference_updated_at","elemental_formula","minimum_quantity","quantity_units","available_spectra","storage_conditions"
1,9021,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:27:11","2017-01-19 02:36:09",1,NULL,NULL,NULL,NULL,NULL,10,"PC000001","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
959,848,"commercial","solid","3","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:37","2017-01-19 02:36:42",1,NULL,NULL,NULL,NULL,NULL,10,"PC000959","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
960,28496,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:37","2017-01-19 02:36:42",1,NULL,NULL,NULL,NULL,NULL,10,"PC000960","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
961,845,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:37","2017-01-19 02:36:42",1,NULL,NULL,NULL,NULL,NULL,10,"PC000961","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
962,22143,"commercial","liquid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:38","2017-01-19 02:36:42",1,NULL,NULL,NULL,NULL,NULL,10,"PC000962","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
963,231,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:38","2017-01-19 02:36:42",1,NULL,NULL,NULL,NULL,NULL,10,"PC000963","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
964,28581,"commercial","liquid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:38","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000964","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
965,12044,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:38","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000965","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
966,23971,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000966","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
967,22371,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000967","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
968,22253,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000968","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
969,30147,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000969","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
970,23170,"commercial","liquid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000970","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
971,28488,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000971","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
972,22375,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000972","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
973,22220,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000973","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
974,22449,"commercial","solid","40","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000974","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
975,22466,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000975","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
976,22054,"commercial","solid","4","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:39","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000976","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
977,23993,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000977","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
978,22126,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000978","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
979,22073,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000979","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
980,22409,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000980","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
981,22159,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000981","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
982,22355,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000982","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
983,22389,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000983","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
984,22346,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000984","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
985,22403,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:40","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000985","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
986,22484,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000986","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
987,22866,"commercial","solid","3","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000987","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
988,22110,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000988","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
989,22376,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000989","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
990,22128,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000990","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
991,22499,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000991","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
992,23732,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000992","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
993,22367,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000993","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
994,22175,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000994","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
995,22136,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000995","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
996,22114,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:43",1,NULL,NULL,NULL,NULL,NULL,10,"PC000996","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
997,22200,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC000997","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
998,22192,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC000998","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
999,15410,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:41","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC000999","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1000,13488,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:42","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001000","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1001,15423,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:42","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001001","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1002,15444,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:43","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001002","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1003,15403,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:43","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001003","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1004,15442,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:44","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001004","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1005,14380,"commercial","",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:33:44","2017-01-19 02:36:44",1,NULL,NULL,NULL,NULL,NULL,10,"PC001005","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
1006,30127,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2015-12-15 12:39:20","2017-01-17 09:09:54",1,">95%","","1H NMR, 13C NMR, 2D NMR","2 weeks","",13,"PC001006","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1007,30104,"chemical synthesis","solid","Upon request","Room temperature in a dryer","Celestino Santos Buelga","Grupo de Investigación en Polifenoles. Unidad de Nutrición y Bromatología, Facultad de Farmacia. Universidad de Salamanca, Spain","csb@usal.es","2015-12-15 13:21:23","2017-01-17 09:28:12",1,">90%","","LC-MS, LC-MS/MS, UV, 1D-NMR, 2D-NMR ","","",13,"PC001007","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '1'
2D NMR: '1'
1H NMR: '0'
13C NMR: '0'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '1'
LC-MS/MS: '1'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '1'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '1'
"
1008,31482,"chemical synthesis","powder","Upon request","","Rita Ventura, Cláudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2015-12-17 22:37:39","2017-01-17 09:17:11",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","2 weeks","",13,"PC001008","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1009,31484,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:04:23","2017-01-17 09:18:18",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","2 weeks","",13,"PC001009","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1010,31483,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB_UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:10:58","2017-01-17 09:19:15",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001010","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1011,31485,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB_UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:14:22","2017-01-17 09:20:31",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001011","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1012,31486,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:16:29","2017-01-17 09:21:18",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001012","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1013,31487,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:23:16","2017-01-17 09:21:59",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","2 weeks","",13,"PC001013","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1014,31488,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:25:51","2017-01-17 09:22:37",1,">95%","Polyphenol metabolites","1H NMR, 13C NMR, 2D NMR","","",13,"PC001014","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1015,31489,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:28:51","2017-01-17 09:23:18",1,">95%","Polyphenol metabolites","1H NMR, 13C NMR, 2D NMR","","",13,"PC001015","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
